wn,wp,vdd,temp,cl_ff,tech_node,corner,delay_ps,power_mw,freq_ghz,source
1.841,1.447,2.405,5.73,13.61,2.0,SF,0.0003,17696.2345,1618066.9643,physics
2.493,2.704,0.844,77.12,135.983,0.5,FF,0.001,5066.3154,492683.1426,physics
2.326,1.936,2.385,74.38,195.639,14.0,TT,0.1129,510.0652,4428.0152,physics
4.472,2.371,0.724,108.16,58.386,14.0,SS,0.2634,6.9056,1897.9342,physics
0.924,0.693,0.914,-15.17,41.647,28.0,FF,0.3565,5.1845,1402.4039,physics
2.153,3.46,3.109,38.19,84.606,28.0,FF,0.0435,1040.1094,11490.1427,physics
1.043,0.257,2.746,97.77,104.404,2.0,SF,0.0126,3193.861,39771.3198,physics
2.944,3.33,2.703,40.21,133.505,0.5,FS,0.0003,181869.3389,1733274.2851,physics
2.293,1.625,0.869,90.24,35.176,3.0,TT,0.0074,211.455,67490.0089,physics
2.483,4.858,2.655,-32.19,71.271,0.7,TT,0.0001,321294.9065,5484931.2688,physics
3.139,0.93,1.999,-9.92,35.897,7.0,TT,0.0161,527.5224,31095.5106,physics
1.281,0.35,1.387,-19.13,52.821,7.0,TT,0.0907,58.7963,5511.8981,physics
2.865,0.318,1.387,16.73,75.21,0.5,TT,0.0033,2329.1652,150702.3422,physics
2.724,0.739,0.57,113.63,153.935,0.7,FF,0.0097,267.3458,51584.7307,physics
0.882,4.855,2.029,43.72,129.802,3.0,SF,0.004,7117.7949,124342.7578,physics
4.492,4.853,2.612,124.02,133.711,0.3,MC,0.0001,362893.6191,3575347.2068,physics
4.546,2.294,2.43,80.72,180.135,7.0,MC,0.0412,1369.0869,12129.081,physics
2.809,1.644,1.625,98.74,89.749,14.0,FF,0.0842,152.0131,5939.3626,physics
0.389,3.26,2.134,-3.35,187.197,3.0,TT,0.0109,4028.0908,45812.0421,physics
0.23,2.761,1.747,70.81,18.388,0.5,SF,0.0004,9578.0578,1352253.2234,physics
1.069,1.691,2.194,115.66,181.781,2.0,SF,0.0049,9196.4859,102589.384,physics
0.842,4.291,1.535,21.52,57.645,2.0,FF,0.0011,6942.8129,447017.8134,physics
4.89,4.39,0.745,80.1,89.4,1.0,SF,0.0012,2445.3125,422194.431,physics
1.529,4.058,3.217,29.93,179.389,7.0,FS,0.0124,7831.0105,40165.4946,physics
3.038,0.847,1.349,123.08,105.535,2.0,SS,0.0245,415.2274,20409.7728,physics
4.674,3.015,1.552,-38.91,128.122,3.0,SF,0.0032,5282.7475,156085.3584,physics
0.973,2.391,2.09,110.95,40.652,1.0,FF,0.0003,38791.2898,1927509.9513,physics
2.823,0.355,2.813,97.71,61.479,0.5,MC,0.0013,19691.2934,373645.5203,physics
2.382,0.28,0.507,3.34,191.249,0.7,SS,0.0549,45.755,9103.1187,physics
3.311,4.48,1.668,41.16,137.881,5.0,SS,0.0166,1259.8737,30101.2269,physics
0.702,1.495,3.284,-28.99,149.368,0.3,SF,0.0002,519650.0486,3151182.7805,physics
2.88,4.361,2.258,38.55,139.155,14.0,FF,0.0234,1643.8559,21377.026,physics
2.621,2.94,2.867,-13.13,12.644,2.0,SF,0.0001,71810.7919,4043682.2536,physics
4.406,0.807,0.957,4.99,84.483,2.0,SS,0.0177,240.1607,28231.8983,physics
1.534,2.719,3.122,44.79,153.522,7.0,SS,0.0243,3216.131,20574.5418,physics
3.042,0.961,1.403,12.17,169.154,3.0,FF,0.0152,1140.655,32999.1845,physics
3.465,3.488,0.768,55.71,164.84,28.0,TT,0.7279,7.1329,686.9421,physics
2.649,1.959,1.858,16.15,182.247,14.0,TT,0.1146,285.609,4361.9054,physics
0.874,1.222,1.028,108.01,123.072,0.5,FS,0.0034,1988.7367,148824.27,physics
3.597,3.556,2.747,28.86,183.29,14.0,TT,0.0395,1862.1472,12666.9148,physics
4.626,2.476,1.372,19.82,163.591,0.3,FS,0.0007,23422.1944,710875.5255,physics
3.846,1.809,2.488,-35.25,163.1,5.0,TT,0.0101,5288.241,49607.2895,physics
4.301,0.84,1.134,-19.32,26.913,14.0,SF,0.064,35.3844,7817.6479,physics
3.491,3.953,0.718,87.82,151.709,28.0,TT,0.7346,5.744,680.6203,physics
0.646,3.996,1.938,-30.22,24.666,3.0,SS,0.0018,3343.0949,276892.2884,physics
0.443,3.388,2.613,89.09,184.1,5.0,FS,0.034,1908.4958,14690.4245,physics
4.518,1.046,1.484,-25.02,169.326,3.0,FS,0.0199,988.5436,25176.5481,physics
1.817,0.929,1.902,80.21,49.123,0.3,SS,0.0007,14868.439,767540.4066,physics
0.604,2.954,0.539,-4.2,39.118,3.0,TT,0.0079,82.4743,63294.3007,physics
4.52,2.755,3.226,-23.72,43.589,0.5,MC,0.0001,405915.7587,7051584.8298,physics
2.437,3.536,1.018,71.13,22.358,2.0,SF,0.0009,1880.246,567282.1496,physics
2.19,2.644,1.641,85.63,63.542,0.7,SS,0.0009,10630.6642,553427.8533,physics
2.656,2.555,1.512,7.56,144.705,14.0,FF,0.063,277.9888,7942.23,physics
2.529,2.016,1.779,81.47,137.722,0.7,TT,0.0012,18713.5557,407660.6948,physics
2.823,1.559,2.895,-8.85,14.852,0.7,MC,0.0001,108450.7215,5905109.7164,physics
1.913,0.212,2.388,70.9,79.878,0.5,MC,0.0033,7198.5106,151536.445,physics
3.421,0.728,1.605,74.68,195.537,7.0,SS,0.3568,72.9961,1401.2619,physics
1.895,1.116,1.061,99.26,81.454,5.0,SF,0.0412,117.9614,12141.3865,physics
3.659,1.501,2.498,56.02,55.322,1.0,FF,0.0004,56032.5993,1411063.0476,physics
2.442,3.075,1.632,39.95,56.499,0.7,SS,0.0006,14857.2995,853086.8038,physics
0.716,2.523,1.146,115.5,6.915,28.0,SS,0.1285,6.2026,3892.1232,physics
2.551,0.28,1.001,59.76,66.064,3.0,FS,0.0677,52.2578,7384.462,physics
3.161,3.837,2.351,45.79,98.945,0.7,TT,0.0003,110459.1321,1813130.1299,physics
1.553,2.565,1.913,49.5,162.087,0.5,FS,0.0008,40583.2828,657269.235,physics
0.206,3.855,3.274,105.22,24.708,0.7,FF,0.0003,56050.7246,1673192.6138,physics
4.282,2.296,0.601,-10.82,132.223,3.0,MC,0.0156,165.2846,32039.4775,physics
0.921,2.239,1.375,24.2,153.038,0.3,MC,0.0006,23734.8492,793901.2758,physics
2.514,2.836,2.01,37.52,112.889,7.0,FS,0.0231,1064.7637,21689.4536,physics
0.392,1.427,2.155,22.34,135.621,3.0,FF,0.006,5380.6549,83623.2809,physics
0.42,3.014,0.859,20.46,162.101,0.3,SS,0.0032,1934.774,156415.6275,physics
3.854,3.182,1.566,30.64,198.397,1.0,FF,0.001,26724.4607,519582.4931,physics
0.395,1.335,1.157,11.5,17.903,14.0,FF,0.0264,52.539,18968.7509,physics
0.679,0.973,2.008,-33.83,131.896,1.0,FS,0.0017,15797.1581,291166.7438,physics
2.632,2.193,0.557,37.5,5.425,2.0,SF,0.0009,222.8558,544170.544,physics
2.903,1.714,0.774,40.58,138.482,5.0,FF,0.0381,114.6956,13120.3162,physics
2.544,4.086,2.369,-12.51,60.605,1.0,TT,0.0002,124024.8641,3099970.2873,physics
2.545,4.26,2.704,98.66,107.631,3.0,FF,0.0014,31657.6697,365083.9304,physics
0.352,4.982,1.626,-2.73,148.835,14.0,MC,0.2534,82.1443,1973.5477,physics
4.24,0.609,1.443,-28.9,160.436,0.7,SF,0.0031,5649.1011,161247.1659,physics
1.144,4.009,2.324,9.8,161.021,1.0,MC,0.0005,96182.5986,1051729.301,physics
2.755,1.12,1.626,63.12,91.192,0.5,TT,0.0012,11182.9308,434104.0552,physics
4.419,3.195,1.945,-9.22,100.342,0.7,FF,0.0002,93667.5405,2198707.7043,physics
4.693,2.734,2.22,86.9,87.311,0.3,MC,0.0002,121427.5006,2481723.4329,physics
3.179,2.683,1.52,-15.62,30.944,3.0,SF,0.0012,3778.7608,404935.9372,physics
2.122,4.322,3.051,64.6,169.347,3.0,FF,0.0015,55168.3978,329748.5267,physics
3.273,1.394,2.183,26.97,23.598,5.0,SS,0.0067,1107.8026,74702.6123,physics
1.318,4.162,1.8,52.37,87.79,28.0,TT,0.141,110.9822,3545.183,physics
0.898,0.812,1.224,92.58,132.075,7.0,MC,0.1758,57.4544,2844.2765,physics
4.28,4.824,1.86,-36.72,172.057,14.0,FF,0.0228,1416.17,21922.06,physics
3.056,4.356,3.022,27.16,73.323,14.0,SF,0.0105,3699.5416,47509.2853,physics
4.723,3.663,0.894,-21.53,147.162,14.0,FS,0.1218,52.7048,4104.1764,physics
3.361,2.965,2.67,46.67,99.794,14.0,TT,0.0303,1295.4738,16521.9475,physics
3.047,3.9,1.378,97.34,147.71,5.0,SF,0.0166,910.1422,30162.99,physics
1.184,0.668,1.1,5.3,82.267,0.3,SS,0.0021,2498.8108,242240.4534,physics
2.513,1.967,3.156,12.22,85.332,5.0,FF,0.0033,13977.3002,151623.7599,physics
4.412,4.694,1.516,78.09,164.452,28.0,MC,0.2577,79.8844,1940.4652,physics
4.838,3.088,2.856,69.27,188.229,5.0,FF,0.0068,12039.4334,73432.961,physics
2.817,1.65,3.184,19.87,162.638,14.0,FS,0.0694,1240.6263,7205.506,physics
4.351,4.31,1.588,110.12,79.202,3.0,FF,0.0024,4932.8318,209977.3534,physics
0.56,4.14,1.159,-5.29,178.159,0.7,MC,0.0025,4965.7397,199034.6455,physics
1.668,4.089,2.304,90.24,55.533,14.0,SF,0.0163,1054.8845,30661.8249,physics
2.419,2.153,2.855,78.37,175.475,14.0,TT,0.073,1021.0041,6850.7516,physics
3.529,2.606,1.485,59.35,162.872,2.0,SF,0.0042,4532.0332,118960.2107,physics
3.513,3.846,2.296,-9.68,89.238,7.0,SS,0.0125,2123.8908,39852.2,physics
2.075,3.197,1.378,-26.43,32.407,0.5,MC,0.0001,31031.0998,3995300.2889,physics
4.852,4.179,2.637,99.75,137.465,2.0,SF,0.0012,45022.5716,425907.7831,physics
2.454,3.716,1.23,73.43,165.527,3.0,TT,0.009,1472.145,55454.7424,physics
0.532,1.933,1.602,22.26,167.101,0.3,TT,0.0008,28185.9876,641987.1412,physics
0.221,0.261,2.064,60.98,46.513,14.0,SF,0.1922,52.4102,2601.5357,physics
1.088,3.551,0.973,26.17,86.352,3.0,TT,0.006,744.3662,83797.5265,physics
0.555,1.934,3.152,-20.64,143.998,1.0,SF,0.0005,150479.2281,1023331.7989,physics
4.157,2.547,1.129,-6.48,189.264,3.0,FF,0.0073,1743.435,68366.3483,physics
3.763,2.003,1.708,-5.91,43.898,3.0,MC,0.002,3897.7248,251194.1883,physics
3.425,2.179,1.644,-15.92,58.748,3.0,TT,0.0027,3432.2531,187363.1161,physics
3.134,4.551,1.535,72.9,92.175,28.0,SF,0.1473,83.6073,3393.6473,physics
0.77,1.718,2.44,73.33,142.954,1.0,MC,0.001,42845.3548,489683.4132,physics
3.034,0.504,2.06,-31.4,186.282,0.7,FF,0.002,20536.1547,252070.1312,physics
4.984,4.706,3.208,58.71,149.9,28.0,SS,0.1411,603.4547,3542.7398,physics
1.358,3.155,1.347,25.12,74.809,0.5,SS,0.0006,11863.856,796610.5549,physics
2.953,1.412,1.91,113.5,175.701,7.0,SS,0.1456,228.8851,3433.4391,physics
1.669,2.723,0.897,-20.72,9.788,7.0,SF,0.0045,149.3735,110075.9032,physics
4.374,4.199,2.594,112.83,57.302,3.0,FS,0.0016,14801.4432,309308.6627,physics
4.168,4.645,1.948,31.9,33.832,0.7,TT,0.0001,74570.3504,4091135.9388,physics
2.832,4.626,2.283,32.6,38.595,28.0,TT,0.0376,350.6554,13292.4895,physics
1.014,2.431,0.958,37.08,24.089,0.7,SS,0.0006,2254.9229,828928.5005,physics
2.275,4.946,2.07,35.53,23.386,7.0,SS,0.005,1497.7136,99803.4651,physics
1.826,1.138,1.296,97.77,150.237,3.0,FS,0.0332,391.9388,15053.5641,physics
4.468,2.991,2.134,120.32,105.677,0.3,TT,0.0003,102063.7475,1904226.5243,physics
2.152,0.523,2.651,71.69,177.586,28.0,FF,0.8002,79.8767,624.8507,physics
3.445,3.451,1.604,57.41,190.293,2.0,TT,0.0039,6684.1295,128992.66,physics
0.261,2.382,2.482,39.18,126.043,3.0,FS,0.0132,3046.3053,37950.6114,physics
3.331,1.748,0.623,62.69,91.167,0.3,TT,0.0013,1532.9914,397547.8884,physics
1.151,0.386,2.302,13.32,12.051,14.0,FS,0.0382,100.6391,13072.4655,physics
4.765,2.0,1.617,-10.63,193.045,1.0,SS,0.0029,9227.9536,173049.1656,physics
0.22,1.16,1.588,26.4,129.786,7.0,SS,0.2242,74.2511,2230.4668,physics
1.577,4.035,2.56,112.08,180.843,0.3,TT,0.0002,264570.1172,2126019.0385,physics
1.872,0.616,1.529,-7.02,89.643,1.0,SF,0.0024,4594.7116,209857.8162,physics
1.43,3.062,0.753,29.72,74.279,7.0,SF,0.0306,75.6077,16357.7964,physics
3.198,0.601,1.937,120.59,135.612,7.0,SF,0.1346,197.5029,3713.9908,physics
2.693,3.289,0.735,37.26,16.757,0.7,FF,0.0002,3548.3199,2488288.442,physics
0.845,0.77,3.028,98.85,105.095,3.0,FS,0.0102,4819.0752,48802.9994,physics
0.353,0.521,0.626,-22.24,85.558,14.0,SF,0.4536,3.7566,1102.2798,physics
3.345,2.907,1.209,2.05,17.272,0.5,SS,0.0002,8918.4497,2231170.0376,physics
0.676,3.359,1.003,-9.94,79.199,14.0,SF,0.0825,52.2471,6060.0164,physics
4.399,1.594,2.144,35.07,134.382,0.3,FF,0.0003,117140.916,1769204.7142,physics
1.786,4.603,2.768,-5.17,16.566,0.3,FF,0.0,981439.4108,47687269.9043,physics
4.373,0.666,1.996,-39.04,24.219,7.0,MC,0.0148,433.8527,33674.0083,physics
2.448,3.505,2.933,119.36,120.776,0.7,FF,0.0002,225152.5246,2007608.0302,physics
3.138,4.874,1.51,71.18,138.368,1.0,FF,0.0006,29742.5686,862276.6343,physics
0.548,0.805,1.034,94.63,139.51,5.0,SS,0.193,39.2553,2591.2958,physics
1.141,3.296,2.319,31.91,125.586,0.5,TT,0.0003,128998.5392,1807152.8057,physics
0.54,3.883,0.915,29.61,24.175,7.0,MC,0.0254,51.6435,19705.9299,physics
3.549,4.825,1.82,101.87,117.46,5.0,FF,0.0061,3578.5975,82499.4362,physics
2.899,4.194,0.643,-38.7,126.452,1.0,SF,0.001,2777.8595,487282.9251,physics
4.261,3.725,2.168,51.46,58.864,0.7,SF,0.0002,93312.3514,2767594.1684,physics
2.492,3.017,2.212,71.98,163.521,0.7,TT,0.0007,62619.3992,742344.5578,physics
3.606,2.712,1.682,12.12,13.639,1.0,SF,0.0001,25746.8584,3820590.2749,physics
0.691,3.17,2.309,33.97,87.81,7.0,FF,0.0119,2098.1664,41852.1401,physics
3.664,2.426,1.727,43.76,117.944,2.0,FS,0.0035,5421.2921,142275.9186,physics
4.285,3.619,1.812,105.72,144.876,1.0,SF,0.0009,29252.8536,565276.0276,physics
4.185,3.415,2.557,91.34,160.151,7.0,FS,0.0243,2318.5034,20569.0596,physics
1.131,3.5,0.741,39.68,35.485,7.0,FS,0.0241,48.8409,20711.3694,physics
2.522,3.998,3.141,41.46,47.709,0.5,SS,0.0001,260561.3389,4536651.2402,physics
4.996,1.89,1.23,71.69,35.768,0.5,SS,0.0008,4353.001,613954.8982,physics
4.057,1.788,0.819,-2.6,112.834,0.7,FF,0.0013,3279.8075,399964.7731,physics
4.969,3.957,2.654,87.07,111.847,7.0,MC,0.0106,4199.1448,47227.4336,physics
4.384,3.081,0.792,-31.68,189.307,0.7,SS,0.0027,2351.5184,186198.3842,physics
4.876,3.941,2.207,101.63,21.272,0.5,SS,0.0001,59405.4272,3437465.3355,physics
2.596,0.96,0.831,-6.11,72.966,3.0,MC,0.0133,204.1341,37562.9338,physics
2.275,2.604,2.551,-23.62,129.772,2.0,TT,0.0011,39036.0724,435831.8554,physics
0.72,1.129,3.215,86.92,2.311,0.7,FF,0.0,111398.6655,20371303.6242,physics
1.519,0.981,1.245,78.01,83.587,5.0,TT,0.0444,152.9943,11265.626,physics
3.796,2.719,2.704,-17.23,86.336,1.0,SF,0.0002,155597.4782,2197653.7778,physics
4.765,2.653,2.41,115.72,89.073,28.0,MC,0.1907,153.8087,2621.2673,physics
4.054,4.727,0.737,11.94,196.407,7.0,SF,0.0477,119.8326,10477.8118,physics
0.42,3.832,2.348,65.84,180.6,28.0,MC,0.7404,69.7908,675.3247,physics
4.903,4.025,2.952,120.49,84.442,0.5,FF,0.0001,361525.4061,4197806.9856,physics
3.641,1.671,1.464,96.46,180.141,0.3,TT,0.0012,16470.8836,407249.6873,physics
3.537,2.314,1.074,49.83,157.88,0.7,MC,0.0024,4045.0209,209601.4568,physics
1.805,4.087,2.317,87.94,176.314,14.0,SS,0.0896,556.3857,5577.7398,physics
2.743,2.041,2.513,105.18,104.573,0.5,FF,0.0003,114275.4151,1611600.5748,physics
1.163,2.632,1.374,16.22,127.501,28.0,SS,0.5774,21.8451,866.0051,physics
4.465,2.769,1.224,97.32,61.484,1.0,FS,0.0013,4382.0017,399897.2333,physics
0.659,0.441,1.544,63.45,71.54,28.0,MC,1.116,7.8302,448.0225,physics
4.714,2.326,2.103,-39.14,68.457,5.0,MC,0.0046,3853.2199,109177.8286,physics
4.946,2.893,3.004,63.58,107.124,0.3,TT,0.0001,395856.2811,3663029.8674,physics
1.83,1.53,2.697,77.95,134.814,1.0,FS,0.0013,38603.0932,378463.7079,physics
3.719,0.66,1.946,-8.23,155.931,0.7,SS,0.004,7798.5038,126348.9015,physics
0.835,2.215,1.654,-24.78,85.552,7.0,SF,0.0149,830.6268,33561.8129,physics
1.168,0.529,2.395,26.45,112.235,1.0,FF,0.0017,19754.2214,299547.6284,physics
2.971,3.237,3.29,73.69,189.616,1.0,TT,0.0006,191494.375,886259.1441,physics
0.824,0.767,2.491,-18.65,141.2,0.5,SS,0.0014,31417.9323,352192.9471,physics
3.509,2.359,0.591,-14.12,112.246,14.0,FS,0.2264,9.3882,2208.5738,physics
4.279,0.685,1.535,7.78,105.033,14.0,FF,0.1694,78.622,2952.0611,physics
1.608,1.966,1.323,-35.38,29.431,0.3,SF,0.0001,33148.6746,5381758.5029,physics
0.357,4.487,2.989,-4.43,164.006,0.7,SS,0.0015,50873.1396,331423.9057,physics
0.717,1.841,2.937,28.9,115.039,0.3,SF,0.0002,322467.6202,3137212.6725,physics
4.513,3.94,1.831,78.81,121.536,7.0,FS,0.0257,880.0439,19421.725,physics
3.226,3.844,2.368,-15.42,145.845,14.0,FS,0.0341,1294.3428,14680.099,physics
3.363,2.137,1.152,25.24,108.658,0.7,MC,0.0015,5239.0612,335918.2341,physics
1.474,0.579,0.964,-35.91,126.392,3.0,FS,0.0376,160.4387,13311.108,physics
3.268,3.273,0.738,117.6,108.825,28.0,FS,0.8615,3.7731,580.3808,physics
2.666,3.79,1.907,-36.92,131.993,0.5,TT,0.0002,113889.0971,2199286.5466,physics
4.816,1.484,1.076,96.9,167.945,0.3,SF,0.0015,6932.9619,336230.9387,physics
0.533,2.738,1.397,57.17,98.803,28.0,FF,0.3691,27.5159,1354.7198,physics
2.253,2.162,2.907,12.37,52.178,14.0,SS,0.0276,907.2441,18106.5068,physics
2.764,1.534,1.011,86.77,31.691,1.0,MC,0.0013,1469.6454,372333.9637,physics
0.946,3.13,1.411,-35.52,12.642,1.0,SS,0.0002,8887.1718,2323689.5247,physics
1.682,2.152,1.408,21.96,165.721,14.0,SS,0.2517,67.7085,1986.8464,physics
1.108,3.798,2.141,41.34,150.726,1.0,SS,0.0012,30190.4009,415188.8296,physics
1.434,1.694,2.049,-29.2,6.752,5.0,SS,0.0017,1469.2975,296768.7813,physics
1.433,4.823,2.39,0.64,111.387,7.0,FF,0.006,5804.7861,83661.9919,physics
2.893,2.313,2.87,42.57,156.793,7.0,FF,0.0137,4961.0114,36462.2498,physics
2.757,0.966,1.186,117.18,192.309,0.5,SF,0.0041,3385.7929,121380.8059,physics
0.324,4.091,3.191,62.42,130.959,7.0,SS,0.0661,1064.212,7569.4508,physics
0.414,4.621,1.265,1.4,136.32,2.0,MC,0.0106,1087.5198,47053.0801,physics
1.158,4.227,1.288,-13.37,107.284,14.0,FF,0.0395,243.7246,12669.3287,physics
0.558,3.537,2.825,79.64,199.765,1.0,TT,0.0015,54472.2449,330753.8118,physics
3.099,4.793,1.391,72.55,69.184,3.0,MC,0.0026,2990.2071,188692.9744,physics
2.329,1.343,3.252,16.37,92.5,0.3,FF,0.0001,432117.9565,4151742.3609,physics
0.197,3.505,2.31,-39.66,95.829,28.0,MC,0.3522,77.1107,1419.6003,physics
0.967,2.846,2.45,40.68,79.165,14.0,MC,0.033,776.6023,15165.9546,physics
3.298,2.762,2.999,94.65,89.59,14.0,FF,0.0214,2085.5847,23339.0982,physics
4.864,1.975,2.184,23.81,167.99,28.0,SS,0.528,80.8582,946.9791,physics
2.378,4.691,1.745,-3.45,4.937,3.0,MC,0.0002,10143.1451,2040064.3931,physics
4.616,1.885,0.752,61.22,61.333,5.0,TT,0.0291,69.7236,17169.8233,physics
4.903,4.841,0.603,41.32,141.105,0.3,TT,0.0007,4248.6502,745163.5176,physics
0.155,4.924,2.288,-21.69,56.192,0.5,SF,0.0006,26346.4854,781778.4095,physics
0.952,1.09,2.569,70.91,120.992,7.0,SS,0.0691,593.8578,7240.0934,physics
2.99,3.768,0.857,114.04,171.24,0.5,MC,0.0018,3630.2199,271387.431,physics
3.937,1.08,2.398,123.67,138.904,0.5,FS,0.0015,27564.9941,326118.9884,physics
1.354,2.867,1.771,114.75,128.552,28.0,FF,0.2282,93.0049,2190.7763,physics
2.231,4.976,1.267,72.23,93.851,2.0,FS,0.0024,3493.0262,206320.3482,physics
3.824,4.436,1.129,5.86,84.592,0.7,FF,0.0003,20353.7364,1631033.7392,physics
0.145,1.094,0.729,54.35,6.049,5.0,MC,0.016,13.3319,31180.2507,physics
2.188,0.511,1.2,-12.86,62.85,14.0,SS,0.4027,12.0157,1241.7115,physics
2.462,4.069,2.159,63.34,67.526,3.0,TT,0.0016,11248.0102,309169.181,physics
0.646,1.306,1.454,-31.02,67.384,5.0,SS,0.0225,331.5021,22232.4109,physics
3.906,3.155,2.639,63.18,116.208,14.0,SS,0.0595,746.9315,8406.1658,physics
4.594,1.98,2.992,74.41,156.747,28.0,SF,0.2079,360.2481,2404.7912,physics
0.387,3.112,1.709,-23.2,12.102,28.0,FF,0.0432,59.9433,11568.929,physics
4.268,2.098,2.228,27.83,173.052,0.3,SS,0.0006,74837.5784,822436.4786,physics
2.333,2.401,1.699,62.33,21.154,28.0,SF,0.0623,66.7035,8028.4768,physics
2.644,3.001,0.802,-37.97,142.947,0.3,TT,0.0005,9581.2309,979726.1071,physics
4.533,0.761,1.925,18.64,96.798,0.3,SF,0.0006,33593.2432,860682.3916,physics
1.027,0.818,0.623,-18.93,117.32,0.5,MC,0.0032,725.1562,155315.4978,physics
3.801,1.659,2.979,87.96,30.334,3.0,FS,0.0017,10282.8743,296099.0903,physics
1.793,1.939,0.523,56.76,135.982,28.0,TT,1.5583,1.2463,320.8718,physics
2.595,4.201,2.904,29.64,39.886,5.0,MC,0.0018,12188.5998,284301.0195,physics
4.553,3.959,1.456,70.2,139.262,0.7,FS,0.001,15573.6207,480215.8773,physics
3.499,4.282,2.085,15.38,60.627,2.0,TT,0.0006,25893.1016,814077.0005,physics
0.632,4.399,3.05,41.83,184.071,5.0,MC,0.0122,7335.9183,41034.668,physics
1.244,3.176,1.169,81.21,190.565,2.0,MC,0.0086,1572.5699,58210.5505,physics
1.954,2.092,2.813,-38.89,2.969,2.0,SS,0.0001,29149.9783,3882270.156,physics
2.827,0.841,1.733,64.17,182.629,2.0,SS,0.0228,1240.4722,21907.2088,physics
4.88,1.116,1.295,-3.87,53.138,7.0,FF,0.025,210.8205,20017.6413,physics
4.256,1.343,1.049,-10.95,53.096,14.0,SS,0.1638,20.8652,3052.4705,physics
4.177,0.816,2.334,106.03,68.338,5.0,FF,0.0149,1395.5238,33537.7518,physics
2.346,1.943,1.543,-11.73,105.858,0.3,SF,0.0003,45938.3214,1711007.62,physics
4.407,0.467,0.904,112.49,159.185,5.0,FS,0.3424,19.9352,1460.3819,physics
1.966,1.965,2.179,121.2,49.665,28.0,FS,0.1839,72.2938,2718.9569,physics
2.986,4.294,1.324,-15.49,50.187,3.0,TT,0.0016,3309.9412,304948.1582,physics
4.275,4.847,2.98,-5.48,17.2,0.7,MC,0.0,426806.0457,15066587.2437,physics
3.121,0.962,1.587,105.6,150.476,2.0,SF,0.0113,1742.6526,44055.8856,physics
2.652,1.018,2.495,46.7,97.176,0.7,SF,0.0008,41983.7213,654219.5837,physics
1.429,2.095,3.079,56.36,8.284,5.0,TT,0.0009,7654.0133,578230.8944,physics
2.326,1.287,1.112,30.13,76.04,7.0,FF,0.0393,128.7872,12722.7334,physics
1.362,0.561,2.605,8.68,104.245,5.0,FS,0.0293,1244.8013,17088.6476,physics
0.321,2.634,1.442,34.44,87.069,2.0,SF,0.0059,1608.5231,84238.0998,physics
1.667,2.004,1.003,-1.42,129.426,2.0,SS,0.0096,711.0201,52221.4446,physics
1.557,2.584,2.031,-27.1,56.009,5.0,SS,0.006,2144.3776,82935.2382,physics
0.699,1.897,2.029,15.07,135.346,3.0,FF,0.0037,7857.8715,136796.6669,physics
3.757,3.877,2.867,-8.54,121.203,7.0,MC,0.0068,8058.4356,73434.3054,physics
3.73,4.575,0.524,9.41,164.639,1.0,SF,0.002,1239.4905,253575.4396,physics
4.131,3.825,0.533,67.93,197.866,7.0,SF,0.1068,28.0278,4682.7133,physics
1.231,3.658,1.088,-1.44,117.814,0.5,SF,0.0005,16059.1084,1079332.0243,physics
3.646,2.388,2.717,11.66,38.381,1.0,TT,0.0002,100776.3635,2837886.33,physics
2.261,4.287,0.584,-17.07,174.876,3.0,MC,0.0111,284.846,45041.203,physics
0.167,4.08,2.836,16.07,84.41,1.0,MC,0.0015,24997.1382,340586.3119,physics
2.744,1.731,0.565,89.58,184.507,7.0,FF,0.1762,17.3705,2838.2632,physics
2.893,4.026,3.059,54.69,78.786,1.0,TT,0.0002,203991.7086,2423943.8284,physics
4.75,0.459,1.582,38.34,66.439,0.7,MC,0.0029,3191.749,170420.9701,physics
4.486,0.602,0.792,51.23,7.38,0.3,SF,0.0004,1366.5629,1398431.5541,physics
0.251,1.115,3.052,23.67,41.973,3.0,MC,0.0034,5969.6015,145079.9792,physics
2.679,2.355,1.532,-38.18,66.028,1.0,SF,0.0004,21325.8702,1225567.0274,physics
0.886,0.687,2.002,38.91,14.684,5.0,TT,0.0054,633.2011,91751.087,physics
4.368,1.652,2.79,69.69,32.597,0.3,FF,0.0001,249854.1721,7588578.9208,physics
2.987,2.587,2.418,5.45,2.481,7.0,SF,0.0011,3054.8926,455807.3101,physics
0.432,2.086,2.761,46.77,182.15,0.7,SF,0.001,69940.1051,492715.3827,physics
2.378,0.34,0.755,66.64,183.86,2.0,MC,0.0763,70.3114,6552.7011,physics
4.232,3.993,1.595,95.87,170.119,1.0,TT,0.0013,17841.7092,382454.436,physics
0.996,3.146,1.71,23.47,132.157,0.3,SS,0.0005,39372.2977,969863.0509,physics
2.041,4.737,1.171,103.64,55.481,0.5,FF,0.0002,21246.5112,2333374.4749,physics
3.373,0.474,2.534,108.87,181.839,1.0,FS,0.0071,8533.6668,70676.7315,physics
0.712,1.938,2.615,43.23,156.123,1.0,SF,0.0008,72166.8486,657973.1538,physics
0.924,1.156,0.625,-35.59,128.134,0.7,SF,0.0028,908.3492,176853.6553,physics
1.797,2.087,1.044,-33.77,50.871,7.0,FF,0.0126,246.4551,39579.8487,physics
3.391,2.402,1.792,-26.38,131.747,0.7,TT,0.0006,39423.6728,870180.7181,physics
